"'title'","'href'","'artist"'
"'Rocket Man (Originally Performed By Kate Bush) [Full Vocal Version]'","'/track/7rvg6HmyVXDKMAElUemWB0'","'Paris Music"'
"'Babooshka'","'/track/53Mz9H5UvWMQUXHZnaZYKQ'","'Kate Bush"'
"'Le Dernier Jour du Disco'","'/track/2Yu8DEe4uc8ApN7t7q0P4s'","'Juliette Armanet"'
"'Rather Be Alone'","'/track/1hUV7Uu4pYQZaaXLjEIIYn'","'Shane Codd"'
"'Waves - Robin Schulz Radio Edit'","'/track/1HFfMOxCAT4GAwaPfCdmUs'","'Mr. Probz"'
"'Sugar (feat. Francesco Yates)'","'/track/5tf1VVWniHgryyumXyJM7w'","'Robin Schulz"'
"'Prayer in C - Robin Schulz Radio Edit'","'/track/5fnA9mkIfScSqHIpeDyvck'","'Lilly Wood and The Prick"'
"'I'll Be Missing You (feat. Faith Evans, 112)'","'/track/3QHONiXGMGU3z68mQInncF'","'Diddy"'
"'La nuit je mens'","'/track/00wTuikg37dKAk5rhQgSFE'","'Alain Bashung"'
"'Cette année-là'","'/track/23ITHe1yTMZyDEq323xClf'","'Claude François"'
"'L'Aziza'","'/track/1uFWyT4KLFXisiVkiBPCTb'","'Daniel Balavoine"'
"'Alive and Kicking'","'/track/7zw24AUEHQxfDvMuajuNhe'","'Simple Minds"'
"'Comme un boomerang'","'/track/5RRqqGQPd10kj13zUZ8BMO'","'Étienne Daho"'
"'Rhythm of the Rain'","'/track/7GHf8dQ2wA71wYOuRsQCZP'","'The Cascades"'
"'Crazy in Love'","'/track/6m0qBDIhzICOwWMPZdgyVK'","'Daniela Andrade"'
"'Crazy in Love'","'/track/7jOvEsDIjHRH0LwCkwZSHS'","'Sofia Karlberg"'
"'Crazy In Love (feat. Jay-Z)'","'/track/5IVuqXILoxVWvWEPm82Jxr'","'Beyoncé"'
"'I'm Good (Blue)'","'/track/4uUG5RXrOk84mYEfFvj3cK'","'David Guetta"'
"'Facile'","'/track/5DPmVIialQzVljzeuBksmM'","'Camélia Jordana"'
"'Le blues du businessman - Remastered'","'/track/7xuv8xakMFJWNiZo0QrekL'","'Claude Dubois"'
"'Remember Me'","'/track/5igLjsd3WmtxBk0h04sadG'","'Alyssa & Gia"'
"'Remember Me - Original Mix'","'/track/0nhu2tp9FXwTu8kUDvS0xO'","'Blue Boy"'
"'Noboody Has to Know'","'/track/3Xgpib7uFnh048uvcZDk3P'","'Spain"'
"'Living Next Door to Alice'","'/track/57TaM8GozkJBz90xvQ1xME'","'Smokie"'
"'Parce que c'est toi'","'/track/2GSdDPQZPIoy0nPSzY7iXr'","'Axelle Red"'
"'Sensualité'","'/track/6ri4yWOtcfGpTcigL2YeBe'","'Axelle Red"'
"'Locked out of Heaven'","'/track/3w3y8KPTfNeOKPiqUTakBh'","'Bruno Mars"'
"'Combien de temps'","'/track/60sIIEFcvCkX0oAzp1bKoX'","'Stephan Eicher"'
"'Maldòn - Version originale'","'/track/6YoBe1FqFL5w10bQbemW16'","'Zouk Machine"'
"'Ils sont fous ces humains !'","'/track/6C7mfquUXYvn6Oc0E5wsPN'","'-M-"'
"'La Jument De Michao'","'/track/7D2Lw7ZMCacUcP1xixxynx'","'Tri Yann"'
"'Santiano'","'/track/5xacwJHf9yLJKCn5JjSiRz'","'Hugues Aufray"'
"'Dès que le vent soufflera'","'/track/66oUD4UVvC2DsPaKzw8sJy'","'Renaud"'
"'Just the Two of Us'","'/track/1azUNAvAW12SMACOUzMgZz'","'Yann Muller"'
"'#5 All the shit that I've done'","'/track/6GKmcysr4qCXl81xQyXEe7'","'Big Bad Pinto"'
"'Complicated'","'/track/5xEM5hIgJ1jjgcEBfpkt2F'","'Avril Lavigne"'
"'Should I Stay or Should I Go - Remastered'","'/track/39shmbIHICJ2Wxnk1fPSdz'","'The Clash"'
"'One Way Or Another'","'/track/59CLe8stbcx4XYBWdsfbwK'","'Blondie"'
"'Antisocial'","'/track/1jO4l4FhDK46ccYxBlSf4h'","'TRUST"'
"'All Night Long (All Night)'","'/track/1DxT6f6mH7kLriOUWbujup'","'Lionel Richie"'
"'Walk Of Life - Remastered 1996'","'/track/5Hk4Mpex0s2ndUpDQ5v2rU'","'Dire Straits"'
"'You Can't Hurry Love'","'/track/1OppEieGNdItZbE14gLBEv'","'The Supremes"'
"'Respect'","'/track/7s25THrKz86DM225dOYwnr'","'Aretha Franklin"'
"'Crocodile Rock'","'/track/6WCeFNVAXUtNczb7lqLiZU'","'Elton John"'
"'Mamma Mia'","'/track/2TxCwUlqaOH3TIyJqGgR91'","'ABBA"'
"'Boogie Wonderland'","'/track/6ztstiyZL6FXzh4aG46ZPD'","'Earth, Wind & Fire"'
"'Tainted Love'","'/track/0cGG2EouYCEEC3xfa0tDFV'","'Soft Cell"'
"'Superstition'","'/track/4N0TP4Rmj6QQezWV88ARNJ'","'Stevie Wonder"'
"'Love Is In The Air'","'/track/3c4OULLWwgRqBfA2dJtRuY'","'John Paul Young"'
"'Don't Go Breaking My Heart'","'/track/7HW5WIw7ZgZORCzUxv5gW5'","'Elton John"'
"'Running Up That Hill (A Deal With God)'","'/track/1PtQJZVZIdWIYdARpZRDFO'","'Kate Bush"'
"'Castle In The Snow'","'/track/6nRT4R0vtYzMoTMBWvVK7a'","'Kadebostany"'
"'Castle In The Snow'","'/track/2e1WR9PYEAyuu9k5hNHHI1'","'The Avener"'
"'I Miss Your Love'","'/track/6NiWHUh39Q9MHXjfo6UIPr'","'TheKeut & Co"'
"'Miss Your Love'","'/track/6bEC6XJJmZQFh42HDBV8SU'","'John Butler Trio"'
"'miss your love'","'/track/6SVIWx2m4xcjthjdvHmWKq'","'Seth Shimp"'
"'Writing'","'/track/2AX5FxOBx0h50RdpnsddHh'","'Elton John"'
"'Evergreen (Love Theme from, "'"'A Star Is Born"'"') - Reprise'","'/track/32rdAqNi1F8XcZm6sZSFYk'","'Barbra Streisand"'
"'Watch Closely Now'","'/track/0ffiZMtdzQcF9EbqgCyVoa'","'Barbra Streisand"'
"'Send in the Clowns'","'/track/7tlvuoydFHFO12oZl5buh0'","'Barbra Streisand"'
"'The First Time Ever I Saw Your Face'","'/track/0SxFyA4FqmEQqZVuAlg8lf'","'Roberta Flack"'
"'I (Who Have Nothing) - The Voice Performance'","'/track/1CUNaDHNFwWDhjpbQPe1os'","'Simone Gundy"'
"'Touch Me In The Morning'","'/track/4sIkDCqNjTubfb5UVs8lEA'","'Diana Ross"'
"'Three Times A Lady'","'/track/2uTGX4wxnRGS3i0FSOMGCQ'","'Commodores"'
"'Everything I Own'","'/track/52VIdyKqp1pJRSyUQaxKUA'","'Bread"'
"'I Honestly Love You'","'/track/2iTpAjIM15wHKpV36xKG1e'","'Olivia Newton-John"'
"'The Way We Were'","'/track/1vZTgn4JXWMahR8r99ug5H'","'Barbra Streisand"'
"'Evergreen (Love Theme from "'"'A Star Is Born"'"')'","'/track/2IcqY68BxP1ONPi3ME6aje'","'Barbra Streisand"'
"'Blue Balloon - The Hourglass Song'","'/track/41GleBPUjLdYCN4YlAb5hx'","'Sam Hui"'
"'The King Of Rock ‘n’ Roll'","'/track/4TDGWcldyDOwhfCpLwQtdm'","'Cashman & West"'
"'Follow The Man With The Music'","'/track/0PRh2LZBdvbTwO1LwPZvbK'","'Cashman & West"'
"'Is It Raining In New York City?'","'/track/4c3yigzb2ckQ3xzAntqhQ8'","'Cashman & West"'
"'Time-traveler'","'/track/5gC6jeLYIjlXp2caqXSW9b'","'Cashman & West"'
"'Only A Woman Like You'","'/track/3ABW60533l0nYosZdBbiWF'","'Cashman & West"'
"'Songman'","'/track/2hsC9lj7ZtXUEn74bxBEAj'","'Cashman & West"'
"'Morning Has Broken - Remastered 2021'","'/track/5y8d8RHvxb0KiTa9Nq0xWp'","'Yusuf / Cat Stevens"'
"'The First Cut Is The Deepest - Stereo Version'","'/track/44NEZGVj6bElfwpLb1LBVx'","'Yusuf / Cat Stevens"'
"'The Wind - Remastered 2021'","'/track/0wEo4mwfs6tXYgCem9m9wP'","'Yusuf / Cat Stevens"'
"'Wild World'","'/track/7mjSHL2Eb0kAwiKbvNNyD9'","'Yusuf / Cat Stevens"'
"'Rubylove - Remastered 2021'","'/track/2ESS2HlvT5R2Q0pa03qf4t'","'Yusuf / Cat Stevens"'
"'(Remember the Days of The) Old Schoolyard'","'/track/1a2fmmAAlGGxiUTDLM3ghL'","'Yusuf / Cat Stevens"'
"'Here Comes the Sun - Acoustic'","'/track/41cpdd5Hvy577Ta7HV8FuV'","'Yusuf / Cat Stevens"'
"'Moonshadow - Remastered 2021'","'/track/5p3nvmoaAY03qGmBQApn0w'","'Yusuf / Cat Stevens"'
"'Oh Very Young'","'/track/7eiNxeOC8dvYAJWgTOu6xn'","'Yusuf / Cat Stevens"'
"'Peace Train - Remastered 2021'","'/track/4d0d2llNcQIHmaCgYTrODQ'","'Yusuf / Cat Stevens"'
"'Father And Son'","'/track/476V2d6iA2tWXgQboKmTtA'","'Yusuf / Cat Stevens"'
"'Sad Lisa'","'/track/52FZW6u4BM9e1Kh4bewek3'","'Yusuf / Cat Stevens"'
"'Where Do The Children Play?'","'/track/7kTmndsuOxGut8Oy85Mn62'","'Yusuf / Cat Stevens"'
"'Frère Jacques - Les plus belles comptines d'Okoo'","'/track/6P0z0GS4AbZAbbqg7IELZi'","'Christophe Willem"'
"'Hallelujah'","'/track/7yzbimr8WVyAtBX3Eg6UL9'","'Leonard Cohen"'
"'Suzanne'","'/track/2L93TdW2GMue1H2zlkt30F'","'Leonard Cohen"'
"'Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By'","'/track/35ovElsgyAtQwYPYnZJECg'","'Rihanna"'
"'Nous Deux'","'/track/2gwZ6ZmwlmNQyRgnP8hpO8'","'RIDSA"'
"'Outro Lugar - Bob Sinclar Remix'","'/track/0BO1Kv7El4FvehtwB9a4N8'","'Salomé de Bahia"'
"'Magnolias for Ever - MonsieurWilly & Sami Dee’s NYC Reprise Remix'","'/track/1Sl1TmPYOpDwAxh0Zs0ZUl'","'Claude François"'
"'She Works Hard For The Money - Club Mix'","'/track/2bEVBGVHmp6p2PUyRy9U20'","'Donna Summer"'
"'Beautiful Day - Songs Of Surrender'","'/track/62yAXWdlmF1GOQkNjV3eDo'","'U2"'
"'Finir vieux'","'/track/1nBfbkRl9qGijdKLtdhMag'","'Pas Sages"'
"'Creepin' (feat. 21 Savage) - Remix'","'/track/5Ee4IyhPaOVRMc15fUOeG9'","'Metro Boomin"'
"'Wonderful Life'","'/track/0cqLFzFYsQurUI3McUZkLg'","'Katie Melua"'
"'What a Wonderful World (with Eva Cassidy)'","'/track/49GsE7zUrjEea5QXfP4NWS'","'Katie Melua"'
"'Nine Million Bicycles'","'/track/4vXQAKmmyi90fbZY3JZKLm'","'Katie Melua"'
"'Precious'","'/track/1cBxAm8a0fENn2ix3Dfm3u'","'Depeche Mode"'
"'Kleenex'","'/track/2UToegl7AOOC0qflCqGcBH'","'Johnny Jane"'
"'Normal'","'/track/6vEBjNnWYadgKeihTMs2Nb'","'Johnny Jane"'
"'Mon pays est tombé'","'/track/5d92EtviNMdQBVrBklo2LW'","'Mickey 3d"'
"'Je me souviens'","'/track/54ID7wrfD3QtSnt2yhyuii'","'Mickey 3d"'
"'Si jamais'","'/track/1GwsoOxMQfhkxAmEKor8dT'","'Marie-Flore"'
"'Mieux en mieux'","'/track/1nKCL4fNYgKQUvuM6Srd3u'","'Marie-Flore"'
"'Get the Party Started'","'/track/4LrCm97lTZdExFDOFNvvv4'","'Stella Starlight Trio"'
"'Get the Party Started'","'/track/02jcEwywffn3Tsb48fXmlW'","'P!nk"'
"'Tu me connais moi'","'/track/4mKerf0cL7zcEsTGMtONL4'","'Jul"'
"'La street'","'/track/29n9av2AJlYDHtqfuv0X04'","'Jul"'
"'Douce France'","'/track/5ySimsI2tIgp9MxeuTO9aX'","'Dream C"'
"'Douce France'","'/track/4LATmdLm6VtLmhIMfsdeRT'","'Carte De Sejour"'
"'Crazy'","'/track/1vxw6aYJls2oq3gW0DujAo'","'Gnarls Barkley"'
"'Emotional Rescue - 2 Many Beats Remix'","'/track/3Pm0H46RGUeOE4IuzbePty'","'Freedom Dub"'
"'Bambino'","'/track/4EDlZc7p6aOCuymmnQa5OJ'","'Jean Dujardin"'
"'Some Kind Of Kiss'","'/track/2xsRIYRAC0mXttKR4sZscl'","'Sound Of Legend"'
"'Honky Cat - Live At The Royal Festival Hall, London, UK / 1972'","'/track/5jJtVlOX4BHynkBDCZQtmT'","'Elton John"'
"'Freedom! '90'","'/track/1SKApv6ZfJ9bkUxeRObJEF'","'George Michael"'
"'Freed From Desire - prod. Molella, Phil Jay'","'/track/3u5N55tHf7hXATSQrjBh2q'","'Gala"'
"'This Is What You Came For'","'/track/0azC730Exh71aQlOt9Zj3y'","'Calvin Harris"'
"'We Found Love'","'/track/0U10zFw4GlBacOy9VDGfGL'","'Rihanna"'
"'Ride Like The Wind - Radio Editing'","'/track/2wBTfYFVlhCieZQg8kfQKK'","'East Side Beat"'
"'Ride Like the Wind'","'/track/7gUMShP1l20tC0xf17Zplk'","'Christopher Cross"'
"'Les lacs du Connemara'","'/track/3vHswuqTNO0hIiW6am0tKB'","'Michel Sardou"'
"'Just Can't Get Enough'","'/track/0qi4b1l0eT3jpzeNHeFXDT'","'Depeche Mode"'
"'Enjoy the Silence'","'/track/0yp3TvJNlG50Q4tAHWNCRm'","'Depeche Mode"'
"'Cendrillon - Remasterisé en 2015'","'/track/6pioPoeoDzduvW7bOf85zR'","'Téléphone"'
"'Un autre monde - Remasterisé en 2015'","'/track/29FeY1F6cv2kvYIaqSyRmh'","'Téléphone"'
"'Somebody That I Used To Know'","'/track/1qDrWA6lyx8cLECdZE7TV7'","'Gotye"'
"'Dancing in the Moonlight'","'/track/3Fzlg5r1IjhLk2qRw667od'","'Toploader"'
"'Ma vie'","'/track/6E4JpMEk9ARfimMHaYdzN7'","'Alain Barrière"'
"'Elle était si jolie'","'/track/6m0s4XFYpE1h63NaP6hBA9'","'Alain Barrière"'
"'Rien qu'un homme'","'/track/1jhuHvrP5SL1nqI5jDiYj6'","'Alain Barrière"'
"'Je ne suis qu'un homme'","'/track/2W7bBmRuqyamSzL3s0Uhgd'","'Alain Barrière"'
"'La boîte de jazz'","'/track/74TeGcp8PfGffFx9CjR3H0'","'Michel Jonasz"'
"'Cette année-là - Woody Braun Long Dub'","'/track/6Mgowj51zxw5vkKdOvELvE'","'Claude François"'
"'Je suis malade'","'/track/4Qzdktws811tv59fMf7CBz'","'Serge Lama"'
"'Ma préférence'","'/track/3N9Vibj1SwLn4SRtWJVDVO'","'Julien Clerc"'
"'On ira tous au paradis'","'/track/1kDnZ2hXis0l0mJF2b3yss'","'Michel Polnareff"'
"'Le coeur grenadine'","'/track/2OWUD3BSV3yyuYYSpDBhwb'","'Laurent Voulzy"'
"'Je suis venu te dire que je m'en vais'","'/track/5cC9RZFMzrpbA9U1m4zSPm'","'Serge Gainsbourg"'
"'Tu t'en vas - avec Noêlle Cordier'","'/track/3JiUOcDug32xeuECY92vgq'","'Alain Barrière"'
"'Mon vieux'","'/track/5OH6HliHCEr2lBz8hulJlP'","'Daniel Guichard"'
"'Quand on arrive en ville - Remastered'","'/track/62QQEK5BZPtOw0CvrBe9ho'","'Daniel Balavoine"'
"'Il a neigé sur Yesterday'","'/track/3dbETALwLsAQtRaBRratLM'","'Marie Laforêt"'
"'La ballade des gens heureux'","'/track/0hO4TgWkyR3XiI6P3x731B'","'Gérard Lenorman"'
"'Les mots bleus'","'/track/2Desf0YgquK9YrSkRhkvDN'","'Christophe"'
"'Ce n'est rien'","'/track/0klbnFP6UwMYpUuKjhleKT'","'Julien Clerc"'
"'Gigi l'amoroso'","'/track/4ArgA1vhM4y4qSd3DvYIhy'","'Dalida"'
"'Prendre un enfant'","'/track/5ArboR4WpgNf6bClJA8Xiw'","'Yves Duteil"'
"'Qui saura'","'/track/17X2d0BXk1sgVvH94JIiOR'","'Mike Brant"'
"'So Far Away from L.A.'","'/track/4OnWd9bQcVfjo5U63SLTXQ'","'Nicolas Peyrac"'
"'Mon frère'","'/track/2lVsnnqEavjUJ4521NgdRj'","'Maxime Le Forestier"'
"'Éducation sentimentale'","'/track/7wBGD8HGW91tnIlOTxrWN2'","'Maxime Le Forestier"'
"'San Francisco'","'/track/4EucYViqJKQ4lCECHnec1P'","'Maxime Le Forestier"'
"'Juice'","'/track/0k664IuFwVP557Gnx7RhIl'","'Lizzo"'
"'Voilà c'est fini'","'/track/3KCLtcuYgPLLRJmQNXTvWR'","'Jean-Louis Aubert"'
"'Save Your Tears - Dj Remix'","'/track/1InkBimBLJ4ouHZb0nbNM9'","'DJ Remix Factory"'
"'Blinding Lights'","'/track/0VjIjW4GlUZAMYd2vXMi3b'","'The Weeknd"'
"'Save Your Tears'","'/track/45SbQo5bq8f0hNdB70IyFC'","'Boyce Avenue"'
"'Save Your Tears (Acoustic)'","'/track/1X6Kmaa2Yq70vF0cIQ6V0f'","'Milky Chance"'
"'Save Your Tears'","'/track/5QO79kh1waicV47BqGRL3g'","'The Weeknd"'
"'China Girl - 2018 Remaster'","'/track/5Ei9o2fHEnfHb84YrPuz4v'","'David Bowie"'
"'Space Oddity - 2015 Remaster'","'/track/72Z17vmmeQKAg8bptWvpVG'","'David Bowie"'
"'Grandir'","'/track/0ruriS7oaQE0j1NE0AAW3o'","'Black M"'
"'I'm Good (Blue) - Brooks Remix Extended'","'/track/6gPT9fk5VJCuuhWYaDPrYJ'","'David Guetta"'
"'Encore une fois'","'/track/1rpTEtro8eo9lcDZ2zKN16'","'Alexiane Broque"'
"'Trop bonnes'","'/track/31TWH0ExBSFWfQqEmDnLzG'","'Styleto"'
"'Mellow - Session Demo'","'/track/5lJYzT9tE2aLpiIpyV2T9v'","'Elton John"'
"'Sad Summer'","'/track/7wSqEo69azYjbGGTvac9dR'","'Lachie Gill"'
"'IF NOT FOR YOU'","'/track/5UdJ8CYTtVk5zzqhbPMA18'","'Måneskin"'
"'FEEL'","'/track/1R7F8kYZxOe1VcGCC4eYfE'","'Måneskin"'
"'GASOLINE'","'/track/5jWcNM7uHhsAj9yuypurdP'","'Måneskin"'
"'TIMEZONE'","'/track/4Tbuh5q66Ygubei5Xru4jB'","'Måneskin"'
"'GOSSIP (feat. Tom Morello)'","'/track/44Xyja7xYPlVC6v2CeweSi'","'Måneskin"'
"'SUPERMODEL'","'/track/0eJmsdfbAOM1KD0w50EhlD'","'Måneskin"'
"'Wait Any Longer'","'/track/64y5epyubKOt5IK11YDMRT'","'Balthazar"'
"'I Belong To You'","'/track/21DyCPJqQ8tzFCHJYX9Koz'","'Lenny Kravitz"'
"'Such a Shame - Original Version'","'/track/6kJmK6N95GBuZa1574EcBA'","'Talk Talk"'
"'Another One Bites The Dust - Remastered 2011'","'/track/5vdp5UmvTsnMEMESIF2Ym7'","'Queen"'
"'One Of Us'","'/track/7g5gZWKWTuS8N3OnM2g95g'","'Joan Osborne"'
"'Hot Stuff'","'/track/6RVevoPzbGygqvm6LxHAuf'","'Donna Summer"'
"'Private Dancer - Live in Arnhem'","'/track/0c0hGHCzjRMQDD32drzNJY'","'Tina Turner"'
"'Sexual Healing'","'/track/7nVzOpFNZVFZtbq3OGJHX9'","'Marvin Gaye"'
"'Don't Stop The Dance'","'/track/2bTe1fvWK8mfjSP6NqXDzU'","'Bryan Ferry"'
"'Why Does My Heart Feel So Bad?'","'/track/3W7FV7ZvsjwZUadqdFUGze'","'Moby"'
"'I'm So Excited'","'/track/5YuBiBR8UbimfymOnwxuIe'","'The Pointer Sisters"'
"'Sweet Dreams (Are Made of This) - Remastered'","'/track/1TfqLAPs4K3s2rJMoCokcS'","'Eurythmics"'
"'Dreams'","'/track/703BT1NQsfIwPFv8MXQ47m'","'Fleetwood Mac"'
"'A Whiter Shade of Pale'","'/track/0hUCj392WKPd47W8mXkJZd'","'Annie Lennox"'
"'Holding Out For A Hero'","'/track/32Sl2Phk37JbYH3Vx5DY5i'","'Bonnie Tyler"'
"'Purple Rain'","'/track/54X78diSLoUDI3joC2bjMz'","'Prince"'
"'Ashes to Ashes - 2002 Remaster'","'/track/6KIJZQKUEEgkDaDqIPKdCO'","'David Bowie"'
"'Grapefruit'","'/track/7kMERlXjdrar1DMLkrbfCf'","'Balthazar"'
"'Les démons de minuit'","'/track/3utIJ1ebqgyof7OyPLaPAg'","'Images"'
"'Lady, Lady, Lady'","'/track/5yd6YKs5GyaXKOr80K5RR6'","'Joe "'"'Bean"'"' Esposito"'
"'La salsa du démon'","'/track/5QJZ7tGZxE2azr1JiskwIw'","'Le Grand Orchestre du Splendid"'
"'La chatte à la voisine'","'/track/2DztO1ThCmrNB5wHgImuAW'","'Francky Vincent"'
"'la touche'","'/track/5WhMQCbo1VfCwXbwKDqWEl'","'LOUBA"'
"'Mon cœur'","'/track/2uuHjWY6yqEkTZMftzTCzL'","'Izïa"'
"'Can't Hold Us'","'/track/3Qpmhx8Ri7eETpzEe5EoBT'","'L.E.J"'
"'Emmène-moi (feat. L.E.J)'","'/track/7Lhv4VC1ELPUN0cFXpac5B'","'Boulevard des Airs"'
"'Evidence - 2016 Remaster'","'/track/5Z7o8zLaEBgpyOTZPp0jj9'","'Faith No More"'
"'Easy'","'/track/7AuRIq7LlhvNrNAnCmZNov'","'Faith No More"'
"'Walk Like An Egyptian (DJ ReMix) (As Made Famous by The Bangles)'","'/track/3QLbrXXW1Y5ugJMyN4xJTr'","'DJ Remix Factory"'
"'Calm Down (with Selena Gomez)'","'/track/0WtM2NBVQNNJLh6scP13H8'","'Rema"'
"'Another Love'","'/track/3JvKfv6T31zO0ini8iNItO'","'Tom Odell"'
"'Beggin''","'/track/3Wrjm47oTz2sjIgck11l5e'","'Måneskin"'
"'THE LONELIEST'","'/track/7exHT4swWOKL5addPeqkLP'","'Måneskin"'
"'Rapture - Remastered'","'/track/71B9rY4v1U2knyQTUh6uLn'","'Blondie"'
"'Rapture - K-Klassic Mix'","'/track/7BlqCxD3bhNPjB5MnUQstS'","'Blondie"'
"'Keep it Simple (feat. Mika)'","'/track/1D5609drY3JVyf48LhBDoh'","'Vianney"'
"'Sauvage - Show Me Your Wild Side'","'/track/6xV8KAwH7z7ZSliNeXtBp2'","'NEOLYS"'
"'Ma femme'","'/track/0wpjEtcUQrYA2BjRYQyQwv'","'Gaël Faye"'
"'Ain't No Mountain High Enough'","'/track/7omS1FpUWpWuZwgOIFwFmM'","'Chimène Badi"'
"'Mon chouchou'","'/track/05gG5JjRbRmDJPxGJyBWiA'","'Yanns"'
"'Ma belle'","'/track/6Q2tAQX3NboJDtNRFWO2Nk'","'Yanns"'
"'How Do I Say Goodbye'","'/track/5hnGrTBaEsdukpDF6aZg8a'","'Dean Lewis"'
"'Be Alright'","'/track/3EPXxR3ImUwfayaurPi3cm'","'Dean Lewis"'
"'All Figured Out'","'/track/6YMPLgn0nNdIxqWzOOESJP'","'Justin Hurwitz"'
"'Foule sentimentale x La vie en rose'","'/track/7s62Necl0GmbImFekn4AmI'","'L.E.J"'
"'Rendez-vous l'année prochaine'","'/track/1LC5nXDcDc5wv0ZQa1Qu86'","'47ter"'
"'I'm Good (Blue) - Acoustic'","'/track/2MV9MRVSXNTIS3ny31cx9c'","'David Guetta"'
"'Great Balls Of Fire - Live'","'/track/79iLGWV1TP277jSF8QJEo3'","'Miles Teller"'
"'Comment te dire adieu - Remasterisé en 2016'","'/track/6g5qyQrAcoBX4X7XjxBoTO'","'Françoise Hardy"'
"'Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]'","'/track/139nCjBRQCLgnWNRxBKAC7'","'Ozuna"'
"'Roule'","'/track/4aie3id34NbdlJEaWNlKyZ'","'Soprano"'
"'Oh How We Danced (Anniversary Song) - Single Version'","'/track/0zGCskQi01RC58foTMYn1A'","'Jim Capaldi"'
