"'title'","'href'","'artist"'
"'I Was Made for Lovin You'","'/track/0kkRigiX8O9ckA3dfvCx3j'","'PUR-SANG"'
"'As It Was'","'/track/4Dvkj6JhhA12EX05fT7y2e'","'Harry Styles"'
"'Clic clic pan pan'","'/track/37DnQQzvedZUOhtjEEaHQT'","'Yanns"'
"'I Ain't Worried'","'/track/73PAbYaVbnFG0tQ4aBfxeN'","'OneRepublic"'
"'Jefe'","'/track/6HTJgY7iWWlVLSDHsfHePf'","'Ninho"'
"'C'Est L'Amour'","'/track/1HegtLREINbhQIJ3OE6rGs'","'Génération 80"'
"'L'amour à la plage (with Alice on the roof)'","'/track/0n1GxWrgNWZKfmDdpuAJUf'","'Suarez"'
"'Dame un Beso'","'/track/2ALbKqUuWRDwB61bgfxsOq'","'Mathilda"'
"'Tout savoir'","'/track/5l6bU8XVnVyiTjZN7QQ2FW'","'Adé"'
"'Nougayork'","'/track/2kQOw4QEDxUkuEdeGxDqtc'","'Claude Nougaro"'
"'Ainsi soit-il - Version Piano – Voix'","'/track/4z3p8RFFxEnlKpys76hGO6'","'Louis Chedid"'
"'بلا چاو'","'/track/4H9VA6qmONAaCRv9QmgWvr'","'Yashgin Kiyani"'
"'Hold Me Closer - Joel Corry Remix'","'/track/5KbhvaeqKIB2bZcJMyfezl'","'Elton John"'
"'Ces mots sont pour toi - Version Piano – Voix'","'/track/6A92ICX8nyfvOXEXSkAm0K'","'Louis Chedid"'
"'Always On My Mind - Take 3'","'/track/7DBHT8SI35z5I8sssBJ2WP'","'Elvis Presley"'
"'Show Me Love'","'/track/4t0UsYzmmmZRMTWn77jiGF'","'Robin S"'
"'Paroles paroles'","'/track/6fUbusv9yplAi1CQB7Fjwh'","'Styleto"'
"'The More I See You'","'/track/37xDcrCMafU2TQmpl09uiy'","'Valli"'
"'Samedi Soir (Woody Braun Remix)'","'/track/46uXGOCsjNF3HNTLnD0UjM'","'Sheila"'
"'Echo'","'/track/2PH5PDWBO58MhyBfWAbJBl'","'Charlie Winston"'
"'Mirage'","'/track/3JVYNSMCMIyMUqUVGLNReb'","'Louss"'
"'Make Me Feel Good'","'/track/4CUX44NA1CPEzd0ibMLQsL'","'Belters Only"'
"'Song Sung Blue - Single Version'","'/track/4IKebG2owy6R1fujsC8YPF'","'Neil Diamond"'
"'Sweet Caroline'","'/track/62AuGbAkt8Ox2IrFFb8GKV'","'Neil Diamond"'
"'INTO MY ARMS'","'/track/7MKJv10BVcfkZSJZzOmtvI'","'Emma Hewitt"'
"'La tribu de Dana'","'/track/64gCM9yZv2jpNflclKUnXu'","'Manau"'
"'Je Me Voyais Déjà'","'/track/25bkBurd1dMv9umZOXsZDW'","'Eva sur Seine"'
"'Alone Again, Naturally'","'/track/3Y6lSk305r3ae2AhnRS6xM'","'Suss von Ahn"'
"'Couleur café'","'/track/71uuwdv4i4KZZMDpzMo7Wm'","'CHANTONS"'
"'Fly Me To The Moon'","'/track/1srLsaKmxhHpmsKlffB2lr'","'Jazzamor"'
"'Ces mots stupides'","'/track/5fgMIMbLLZC9Imj9lkHoNT'","'Jeanne Cherhal - Albin De La Simone"'
"'Windmills of Your Mind'","'/track/0y2yGMXpRsZkYCniuYse8c'","'Connie Evingson"'
"'Back to Black'","'/track/21HNK4NcDprYNT8IOXDCVG'","'Jacqui Naylor"'
"'Losing My Religion'","'/track/3zV5iYPyZUgcaFCcPem3ZN'","'Jacqui Naylor"'
"'Que reste t'il de nos amours'","'/track/7vpZfDHzXJJWGlBaH4tW35'","'Claire Chevalier"'
"'Ne Me Quitte Pas'","'/track/3Um0UpxUxyRLkyvDGjcJVK'","'Valeria Sattamini"'
"'Je suis venu te dire que je m'en vais (Album mix)'","'/track/0sjMr3hF8id9P5ZqrP4g6s'","'Monica Nogueira"'
"'Une Belle Histoire'","'/track/654RprVvr0L8l6wm7XEHci'","'Eva sur Seine"'
"'Mateya Disko'","'/track/39bDJdTmA0xCvUGJqedI6s'","'Kolinga"'
"'Ma diva'","'/track/0ErowSv7zeyI2jNf6tf21T'","'Antoine Elie"'
"'Bette Davis eyes'","'/track/31JROcspwjQFJKjg8jocYM'","'Omar Jr"'
"'Ça Va? Je T'aime! (feat. EMMANUELLE) - Playgirls from Caracas Remix'","'/track/5gKkLBDXmk54IBQBrJYk2P'","'Protopapa"'
"'Every Breath You Take'","'/track/3lrvLB1kuZ2GRmaT3UYOUy'","'REWIND BE KIND"'
"'Coup de soleil'","'/track/191MxYhNwpsVCh4Az3fkmK'","'ELISA ERKA"'
"'Shifting Paradigms'","'/track/7sWjP5RAikUWVYnZpj0qKd'","'Charlie Winston"'
"'Bruxelles je t’aime'","'/track/4sOjKbpa7RLZVRNxcO26eb'","'Angèle"'
"'Respire encore'","'/track/0n9eeQnvzmMcq0l4DeGWQH'","'Clara Luciani"'
"'Santé'","'/track/3vXnuFnC5RhPGwsFi0ORcI'","'Stromae"'
"'Amour toujours'","'/track/0Db6ejFxY0v2eIWVTNpf6J'","'Clara Luciani"'
"'Olé'","'/track/7l4o56YmVka0fzJZ9mC9vx'","'RIDSA"'
"'Magnolias for Ever - Claude François Jr. Fowever Edit'","'/track/10AuZmRN0smOnPaPT3EJkW'","'Claude François"'
"'Mélopée'","'/track/5AStcmlwresx17X6zuiz5m'","'Ezéchiel Pailhès"'
"'Can't Get You Out Of My Head'","'/track/0x9AqWWQlWpWFjJ2vnStuL'","'Tété"'
"'Fio Maravilla'","'/track/4dJzEEJ6pM3fGkhj4KLZdS'","'Yann Muller"'
"'Don't Fly Away (PNAU Remix)'","'/track/5Y9yhZwC7u5HoooVJ4fgdO'","'Elvis Presley"'
"'Chacun fait (C'qui lui plait) - Domenico Torti's Disco Vision'","'/track/27QfuXj6maKdS2RcUC55Mz'","'Chagrin D'amour"'
"'Folie vie'","'/track/2V9PjcY80PIqYXO1LpRxEp'","'Ali"'
"'If I Ever Feel Better'","'/track/3AA8xNhDC0MpqwkGX3EP5V'","'Phoenix"'
"'Kung Fu Fighting'","'/track/4mhJ5UY7hlpFZm6RtELDm1'","'Carl Douglas"'
"'Crazy'","'/track/6Vz7vzOpCwKeSQlfViibuY'","'Seal"'
"'Over My Shoulder'","'/track/0U9TKK9GYryei6Vn45TEdH'","'Mike + The Mechanics"'
"'Vanina'","'/track/6pnuVVyzmHWMJhzqh2WJlJ'","'Séverine Seba Karst"'
"'Ima'","'/track/3rIxmFbP9Vp5B51aHgJovo'","'Dadju"'
"'Suavemente'","'/track/4KHXk0rTD80mEf7bbdK29j'","'Soolking"'
"'Blesse-moi'","'/track/6nRSyu4oOed8HgcVxV1cWl'","'Therapie TAXI"'
"'Larme fatale'","'/track/72PA60hFl3IoIVjsmyuknK'","'Julien Doré"'
"'Le coup de soleil'","'/track/3hdWmLcAYfjhg5cmbKNVvR'","'Adamé"'
"'Aimer à mort'","'/track/2HENwndPLHINxHhQPMh8BE'","'Louane"'
"'Démons'","'/track/094hn3veGBdQoy3jdvO1ul'","'Angèle"'
"'Massive'","'/track/28JBD8p18xNuOfyV7Cotdn'","'Drake"'
"'Saga africa'","'/track/21qOH7BZ0S0z5j7zv3Ps5o'","'Tony Bram's"'
"'Saga Africa (ambiance secousse)'","'/track/6ouQVLPPEplvVA62uXh2ar'","'Yannick Noah"'
"'Je m'appelle Jane'","'/track/5fDSaYSBr8it2Nvs32xOvd'","'Jane Birkin"'
"'Respire'","'/track/2xcuDxTLlp0ro2GYlS1i9G'","'Mickey 3d"'
"'Émilie dansait'","'/track/31tBY3UxMHkqMlrGNxRtZd'","'Mickey 3d"'
"'Souvenirs manqués'","'/track/3uaCHAxDCMrJhyIrd18TD2'","'Grand Corps Malade"'
"'L’enfer'","'/track/7bp3zmEvpHLa0h32nhDUkB'","'Stromae"'
"'Misunderstood'","'/track/4cd2bB36S1dcP88xNZnY3p'","'Miki"'
"'Oiseau de Paradis'","'/track/2lPuLP88b7BUiJuh1jurXV'","'MONTMARTRE"'
"'Mauvaises habitudes'","'/track/0s1QWICdAhug2jCIZJ4QQZ'","'La Belle Vie"'
"'minuit'","'/track/1DHXKDRugToFO7ak3nA06L'","'Clementine"'
"'JVP'","'/track/4rg0hY2RIvnVcbQ4AoSH1T'","'Mr GISCARD"'
"'Mon coeur y va bien'","'/track/5qI3oh6jptYaTZR5fct0ZF'","'Marie-Flore"'
"'Laisse aller ton corps'","'/track/41JzI6QlUnjuSZ0u77xgSA'","'Zaoui"'
"'Comment te dire adieu - Radio Edit'","'/track/4WuA3I9YGzcnqj6w6xsSCe'","'Mosimann"'
"'Suspicious Minds'","'/track/1H5IfYyIIAlgDX8zguUzns'","'Elvis Presley"'
"'Tiny Dancer - BBC Sounds For Saturday / 29th April 1972'","'/track/338ZsfJtRNphsWMOFfKlKK'","'Elton John"'
"'Madan (King)'","'/track/0wKfshpKa7P8eUiFdNM5oS'","'Bakermat"'
"'Lossa'","'/track/2FFS6A99MRVx3TYrb8sPCq'","'Amel Bent"'
"'ON VA YEKE'","'/track/6rxmJ1ejJ0iGOrSyrraIR0'","'Black M"'
"'Coup de vieux'","'/track/63siBeZzxXVaY0uASns1V2'","'Bigflo & Oli"'
"'Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]'","'/track/2Foc5Q5nqNiosCNqttzHof'","'Daft Punk"'
"'Against The Wind'","'/track/1SWmFiFSIBoDbQJjNKC7SR'","'Bob Seger"'
"'Walking On Sunshine'","'/track/05wIrZSwuaVWhcv5FfqeH0'","'Katrina & The Waves"'
"'Like a Hobo'","'/track/4OE2kflo6G1OEUX3ZW4hYj'","'Charlie Winston"'
"'Raggamuffin'","'/track/7gQn565GPnnoKUcKQ2FSxB'","'Selah Sue"'
"'Bye Bye'","'/track/7iRhRje7iUo99rkUo3hmGB'","'T2R"'
"'Chère amie (Toutes mes excuses)'","'/track/7mOBZM9q6nzBu2NZ9PXsYO'","'Marc Lavoine"'
"'Sur ma route'","'/track/3Uyt0WO3wOopnUBCe9BaXl'","'Black M"'
"'Cold Heart - PNAU Remix'","'/track/6zSpb8dQRaw0M1dK8PBwQz'","'Elton John"'
"'Save Room'","'/track/3sTc75CCyIw4FPs6cXkOe7'","'John Legend"'
"'On a déjà'","'/track/3Z14EDxG2mi7ubwf3rpQna'","'Hollydays"'
"'Friendzone'","'/track/1SleV1sFp1tBofNKDJHI95'","'Therapie TAXI"'
"'Salop(e)'","'/track/2K9mcH5jYpO88m1nv8fGTf'","'Therapie TAXI"'
"'Eté 90'","'/track/1p9dxTMtG4gZpLp7yzvT54'","'Therapie TAXI"'
"'Hit Sale'","'/track/3yndKI4zWEyC36BQYrdKBA'","'Therapie TAXI"'
"'Voyage'","'/track/0hyFjijTPODqLkgz6arzMY'","'Taxi 404"'
"'Ma vitesse'","'/track/52LC0uxDKxB6gd0NcBzg9n'","'Taxi 404"'
"'Soleil'","'/track/4VgG9tlvG7ZraBwzWWUERY'","'Taxi 404"'
"'L'odeur des joints'","'/track/57c8Is85sPYo90OSyXemDW'","'Hollydays"'
"'Aline'","'/track/2GdQWH8tkjfX9V4Ay296PE'","'Therapie TAXI"'
"'Uptown Funk (feat. Bruno Mars)'","'/track/32OlwWuMpZ6b0aN2RZOeMS'","'Mark Ronson"'
"'That's What I Like'","'/track/0KKkJNfGyhkQ5aFogxQAPU'","'Bruno Mars"'
"'Just the Way You Are'","'/track/7BqBn9nzAq8spo5e7cZ0dJ'","'Bruno Mars"'
"'Treasure'","'/track/55h7vJchibLdUkxdlX3fK7'","'Bruno Mars"'
"'24K Magic'","'/track/6b8Be6ljOzmkOmFslEb23P'","'Bruno Mars"'
"'Arc-en-ciel'","'/track/4Xxm7QcK7J6D4T0573LleL'","'Polo & Pan"'
"'Killing Me Softly With His Song'","'/track/0Q0IVlqMV64kNLlwjPj0Hl'","'Fugees"'
"'No Woman, No Cry'","'/track/5bUVHuzQh5mkvMPjUU074i'","'Fugees"'
"'Ready or Not'","'/track/3vZO25GdYuqFrR1kzZADnp'","'Fugees"'
"'Lost In Space'","'/track/3m7UonJcH2Bi0UN3ZEoEOV'","'Lighthouse Family"'
"'Ocean Drive'","'/track/6jHBlKpIKNflU51QlsJx3v'","'Lighthouse Family"'
"'High'","'/track/0AQHfKjzky28rf5ytfBANJ'","'Lighthouse Family"'
"'Something Got Me Started - 2008 Remaster'","'/track/0DJnqFhVWoTDs58JPem5Zh'","'Simply Red"'
"'Holding Back the Years - 2008 Remaster'","'/track/1yg7fwwYmx9DQ2TdXUmfpJ'","'Simply Red"'
"'Stars'","'/track/75CgD6l7K4qMzZrn4CbZqz'","'Simply Red"'
"'Adore You'","'/track/3jjujdWJ72nww5eGnfs2E7'","'Harry Styles"'
"'Watermelon Sugar'","'/track/6UelLqGlWMcVH1E5c4H7lY'","'Harry Styles"'
"'Le G'","'/track/6HEjBgWcAdBXMZf4JU2a1v'","'Christine and the Queens"'
"'Coco Câline'","'/track/3ZF9W9EJ5NkqbxH6sjvEoJ'","'Julien Doré"'
"'Girlfriend'","'/track/3dWRcazAn4jN75zh3VKyI6'","'Christine and the Queens"'
"'Non non non (Ecouter Barbara)'","'/track/6M6jVoM0ULQ2P12iQg1BOc'","'Camélia Jordana"'
"'Christine'","'/track/6tNDVXXaYWsBd3Mqhfelvl'","'Christine and the Queens"'
"'Porto-Vecchio'","'/track/46PIncJ42Zirjj01wSru2y'","'Julien Doré"'
"'La grenade'","'/track/7ixCRBD0FZMRBeOBhTu2KD'","'Clara Luciani"'
"'3SEX'","'/track/15rbohvA7sY5AMoD3gMMFo'","'Indochine"'
"'Le lac'","'/track/0fQIB0rVuLNDNlq3B0hij9'","'Julien Doré"'
"'Tilted'","'/track/2ILilOGEh31uHITYFazrLM'","'Christine and the Queens"'
"'Sultans Of Swing'","'/track/37Tmv4NnfQeb0ZgUC4fOJj'","'Dire Straits"'
"'Summer Breeze'","'/track/01UYpHuzHi4eB9PAbDoPY2'","'Seals and Crofts"'
"'Money'","'/track/0vFOzaXqZHahrZp6enQwQb'","'Pink Floyd"'
"'(I Can't Get No) Satisfaction - Mono Version'","'/track/2PzU4IB8Dr6mxV3lHuaG34'","'The Rolling Stones"'
"'Paint It, Black'","'/track/63T7DJ1AFDD6Bn8VzG6JE8'","'The Rolling Stones"'
"'Sympathy For The Devil - 50th Anniversary Edition'","'/track/1Ud6moTC0KyXMq1Oxfien0'","'The Rolling Stones"'
"'Knockin' On Heaven's Door'","'/track/6HSXNV0b4M4cLJ7ljgVVeh'","'Bob Dylan"'
"'Hurricane'","'/track/1lqMLr9Wj7SM2F9AikGcxN'","'Bob Dylan"'
"'Blowin' in the Wind'","'/track/18GiV1BaXzPVYpp9rmOg0E'","'Bob Dylan"'
"'One More Cup of Coffee'","'/track/4WOruM7TiQSETsWYy8bDSX'","'Bob Dylan"'
"'Stay - Remastered'","'/track/5eMjcHVRRh1tbimTgJPoGn'","'Jackson Browne"'
"'The Load-Out - Remastered'","'/track/75Cc2encvSkQ5OnDgAfJaV'","'Jackson Browne"'
"'She Was Waiting For Her Mother At The Station In Torino And You Know I Love You Baby But It's Getting Too Heavy To Laugh'","'/track/367Cc35n6k2VGB84sOBIsz'","'Shawn Phillips"'
"'Goodbye, I Love You'","'/track/6OSsWmiGdlvrGssxpENQth'","'Firefall"'
"'Strange Way'","'/track/7rUJeKMV1KW64EBcwHYJ5P'","'Firefall"'
"'Just Remember I Love You'","'/track/2u8DFrCzgVuviSHB6RCEIO'","'Firefall"'
"'Love Is the Answer - Single Version'","'/track/7xKGghZ59EGUT0Ft9BRVMr'","'England Dan & John Ford Coley"'
"'We'll Never Have to Say Goodbye Again - Single Version'","'/track/7gfF9nA0mUeaRCPE5ezZLj'","'England Dan & John Ford Coley"'
"'I'd Really Love to See You Tonight'","'/track/2r008pcfVYc0zgQvSRqUJE'","'England Dan & John Ford Coley"'
"'Rapper's Delight - Single Version'","'/track/0tm6gsXe0LSm9zeSspyMQu'","'The Sugarhill Gang"'
"'Allez reste (feat. Vianney)'","'/track/1QjKfNGfDuMiVuF8x7cj0R'","'Boulevard des Airs"'
"'Chacun fait ce qui lui plait - Maxi Edit'","'/track/0dbTUAM3JdlTPDnCm6xXWz'","'DJ Daddy K"'
"'On s'attache'","'/track/4E8hgGDOwG5CpiEke6qZMT'","'Christophe Maé"'
"'Foule sentimentale'","'/track/2W4ZxAHZAXOf6r65pCskGR'","'Alain Souchon"'
"'Rockollection'","'/track/1jL4dBrmBpkAwxiMFzHulz'","'Laurent Voulzy"'
"'Pour un flirt'","'/track/0RDUfBXGq7lhBAqlyu0UAy'","'Michel Delpech"'
"'En apesanteur - Single Version'","'/track/2LhNDiFrrPB3W3eha3fbOg'","'Calogero"'
"'Désenchantée'","'/track/3Znw6uf5RObcwcXK7DDuyq'","'Mylène Farmer"'
"'J'ai demandé à la lune'","'/track/2QSAj76Ba6aMFX9RlXdUdO'","'Indochine"'
"'Caravane'","'/track/2UXjdnCvgGGIXLrAwCVVQT'","'Raphaël"'
"'L'autre Finistère'","'/track/52HvgVp1SYmeCt9iS5w8Em'","'Les Innocents"'
"'L'aventurier'","'/track/2UC5XnHA1Wn9FjQmbjNca9'","'Indochine"'
"'Non non non non (Je ne suis plus saoul)'","'/track/1X4Q5Pl7oCDp8oDoZgQJGj'","'Miossec"'
"'J'aime regarder les filles'","'/track/2EdsD7nEloe5ynu6zlaUqI'","'Patrick Coutin"'
"'Sous le soleil de Bodega'","'/track/009RK7haVVIsa0seuyNSFR'","'Les Négresses Vertes"'
"'Embrasse moi idiot - .'","'/track/418hg3W91QSVSI7S6l3baJ'","'Bill Baxter"'
"'Elle préfère l'amour en mer'","'/track/5ZhLMUNyZWRjVWwHKDNF6H'","'Philippe Lavil"'
"'Sans contrefaçon - Girl Remix'","'/track/5Yes6Ksaofte9jmQqUy0Gp'","'Mylène Farmer"'
"'Bal de Bamako (Live)'","'/track/5kZMZVMZ3JcSzSroTcOHfd'","'-M-"'
"'Jumpin' Jack Flash'","'/track/4MROLfvNGAu9zAfrq0pIJ2'","'The Rolling Stones"'
"'Your Song'","'/track/38zsOOcu31XbbYj9BIPUF1'","'Elton John"'
"'Rocket Man (I Think It's Going To Be A Long, Long Time)'","'/track/3gdewACMIVMEWVbyb8O9sY'","'Elton John"'
"'Solar Prestige A Gammon - Remastered 1995'","'/track/3UJk8PdILcCkBPFvN0Ox15'","'Elton John"'
"'Dimanche soir'","'/track/6ygvaJ0hzafjssJj11ReOg'","'Grand Corps Malade"'
"'Vertige de l'amour'","'/track/4JhUljpTRmzjzlXGXNpt76'","'Alain Bashung"'
"'Léa'","'/track/709Vk4ahhCM6ENgRVTTYw6'","'Louise Attaque"'
"'J't'emmène au vent'","'/track/0Wr98MVkENZXddiLB3bPb0'","'Louise Attaque"'
"'Place des grands hommes'","'/track/20RHWjtCLr7ODGQEItdZXg'","'Patrick Bruel"'
"'Dès que le vent soufflera'","'/track/5FjHng35NjhGvOeAKWmyFk'","'Jean-Louis Aubert"'
"'Le dîner'","'/track/3OK8lPgSMxSLNEQjzCxQXj'","'Bénabar"'
"'Elle m'a dit'","'/track/631aobaJggPYE0nIh3mo2t'","'Cali"'
"'Femme Like U - Back dans les Bacs!'","'/track/0KHNjuITPH4udiyFXDciQp'","'Cœur De Pirate"'
"'Comme ci, comme ça'","'/track/4C7B6QzTrus1KdudRV2xZV'","'Zaz"'
"'Éblouie par la nuit'","'/track/5IpgXFFwZP20UeG7JXg5SP'","'Zaz"'
"'On ira'","'/track/3Uh91cb07uPW9Qs7n53qtn'","'Zaz"'
"'Je veux'","'/track/734dz1YaFITwawPpM25fSt'","'Zaz"'
"'Avenir'","'/track/5MtzlELTZJtuXzFZGtUeun'","'Louane"'
"'Donne-moi ton cœur'","'/track/5amRIQxQgERN9wI1oMuRgw'","'Louane"'
"'Moi Lolita'","'/track/7eQgjvyKbpBE7ZPPVfJtyv'","'Julien Doré"'
"'Paris-Seychelles'","'/track/4xSZWcXvu6w4I3dQyQ7QND'","'Julien Doré"'
"'Chou Wasabi - Piano-voix'","'/track/5SRkBgcY6P7gx4qxYSh0fc'","'Julien Doré"'
"'Chou wasabi (feat. Micky Green)'","'/track/1mZbP5dp7CAU2qZI2I6OiV'","'Julien Doré"'
"'Je te pardonne - Pilule bleue'","'/track/0rW2zkF5emSVSowtKOP2Fj'","'GIMS"'
"'Je te pardonne (feat. Sia) - Pilule bleue'","'/track/6ftEA8CwMP4vtlL7F6VKsj'","'GIMS"'
"'La même'","'/track/7HK0UeyxUWJjc6ndRZVKFg'","'GIMS"'
"'Pas là'","'/track/5tH17ViBhkXSIc5g3c4x2N'","'Vianney"'
"'Moi aimer Toi'","'/track/0mbT71B8hMCbdKEf3Q1kh8'","'Vianney"'
"'Je m'en vais'","'/track/2Vd1vVQaBilW0O6nmU5BkH'","'Vianney"'
"'J'me tire'","'/track/4w47YE9rjhmZUdtZjSCb82'","'GIMS"'
"'Sapés comme jamais (feat. Niska) - Pilule bleue'","'/track/0CJ31BEjjl1tPIj0CKi9kH'","'GIMS"'
"'Est-ce que tu m'aimes ? - Pilule bleue'","'/track/3a9TMd2Yrza6HXqqlfMtfy'","'GIMS"'
"'JUSQU'ICI TOUT VA BIEN'","'/track/2hFppsmIR9iHc5xLtscFN7'","'GIMS"'
"'Fais comme l'oiseau'","'/track/4r5GDJ5lREvWNK9mSP9nRN'","'Le meilleur des années CBS"'
"'Attention Mesdames et Messieurs'","'/track/1v7ctPkzk1G3LXNhisLpvO'","'Fais comme l'oiseau"'
"'Fais comme l'oiseau'","'/track/725PsGr5yXLJl8uENrVXPa'","'Fais comme l'oiseau"'
"'Une belle histoire'","'/track/5oxKrYimzs8AZp8lkoar6V'","'Fais comme l'oiseau"'
"'Il y a du soleil sur la France (Live)'","'/track/6b9Fy4K7zMFdhaVX8wMcgn'","'Deluxe: Les grands succès en public (Live)"'
"'Made in Normandie (Live)'","'/track/5ev7Kaalqv9l2zAKrewJVH'","'Deluxe: Les grands succès en public (Live)"'
"'L'avventura'","'/track/3pvldjUliQDsYkfsKWFjYI'","'Age tendre... La tournée des idoles, Vol. 2: La magie des années 60-70"'
"'The Boy Is Mine'","'/track/6sHsXIJoEN5JpdkGMQDJxt'","'Never Say Never"'
"'Je viens dîner ce soir'","'/track/6lwypcbkt0dUL5IZpaMTH7'","'Je viens dîner ce soir"'
"'J'attendrai'","'/track/6yPVqp3Nt2mFzvdExaIWP9'","'Hommages"'
"'Le lundi au soleil'","'/track/47IaFTwoFbuMJd2sL1ZfMt'","'Les Plus Belles Chansons De Claude François"'
"'Les moulins de mon cœur'","'/track/1hB5gOQQv3SihLzWw4Gv4c'","'Un monde de musique"'
"'Alexandrie Alexandra'","'/track/0VLXNg5Eoq6uv9Yn1Tz8WE'","'Claude François - 100% concert"'
"'Belles belles belles'","'/track/1Q6j1dx7pXzuLZLAexFWuQ'","'Hommages"'
"'Même si tu revenais'","'/track/5Cx0tQSHJp1sy8ZvT0z6hy'","'Hommages"'
"'Chanson populaire (Ça s'en va et ça revient)'","'/track/6xuxkfM6waS1sCubmjJtCl'","'Chanson populaire"'
"'Comme d'habitude'","'/track/11FBMKhiuYT4doKhC4p3i6'","'Hommages"'
"'Si j'avais un marteau'","'/track/3Dv66cTMtYtWNI6c0vxKjp'","'Hommages"'
"'She's A Lady'","'/track/5JnHzjo25FY1fMQMQVOawB'","'Tom Jones Sings She's A Lady"'
"'Sexbomb'","'/track/7GHKA8GIMcND6c5nN1sFnD'","'Reload"'
"'It's Not Unusual'","'/track/3TlIt0ReIxPsVZcOEivT5U'","'Along Came Jones"'
"'Wherever You Will Go'","'/track/5QpaGzWp0hwB5faV8dkbAz'","'Camino Palmero"'
"'Girl, You'll Be a Woman Soon'","'/track/1mSzuXVjjKC0bPh6iG6xjy'","'Stull"'
"'Love Of My Life - Remastered 2011'","'/track/4YJUTdZ0Pgl0ZeNyHYXeLd'","'A Night At The Opera (Deluxe Edition 2011 Remaster)"'
"'Against the Wind'","'/track/3Q3R4fUAI7Lz1PEowFjK11'","'Highwayman"'
"'Hit the Road Jack'","'/track/5dUMh0ugelpKfoFp3qChuK'","'True Genius"'
"'Let The Music Play - Single Version'","'/track/75pBjCi8cxfkp4xd68uo6O'","'Let The Music Play (Expanded Edition)"'